window_id,section_id,date,start_time,end_time,duration_min,block_type,status,window_class
W00134,S07,2026-09-07,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00135,S08,2026-09-07,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00136,S08,2026-09-07,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00137,S09,2026-09-07,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00138,S09,2026-09-07,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00139,S10,2026-09-07,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00140,S10,2026-09-07,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00141,S01,2026-09-08,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00142,S01,2026-09-08,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00143,S02,2026-09-08,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00144,S02,2026-09-08,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00145,S03,2026-09-08,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00146,S03,2026-09-08,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00147,S04,2026-09-08,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00148,S04,2026-09-08,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00149,S05,2026-09-08,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00150,S05,2026-09-08,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00151,S06,2026-09-08,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00152,S06,2026-09-08,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00153,S07,2026-09-08,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00154,S07,2026-09-08,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00155,S08,2026-09-08,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00156,S08,2026-09-08,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00157,S09,2026-09-08,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00158,S09,2026-09-08,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00159,S10,2026-09-08,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00160,S10,2026-09-08,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00161,S01,2026-09-09,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00162,S01,2026-09-09,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00163,S02,2026-09-09,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00164,S02,2026-09-09,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00165,S03,2026-09-09,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00166,S03,2026-09-09,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00167,S04,2026-09-09,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00168,S04,2026-09-09,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00169,S05,2026-09-09,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00170,S05,2026-09-09,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00171,S06,2026-09-09,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00172,S06,2026-09-09,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00173,S07,2026-09-09,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00174,S07,2026-09-09,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00175,S08,2026-09-09,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00176,S08,2026-09-09,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00177,S09,2026-09-09,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00178,S09,2026-09-09,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00179,S10,2026-09-09,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00180,S10,2026-09-09,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00181,S01,2026-09-10,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00182,S01,2026-09-10,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00183,S02,2026-09-10,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00184,S02,2026-09-10,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00185,S03,2026-09-10,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00186,S03,2026-09-10,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00187,S04,2026-09-10,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00188,S04,2026-09-10,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00189,S05,2026-09-10,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00190,S05,2026-09-10,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00191,S06,2026-09-10,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00192,S06,2026-09-10,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00193,S07,2026-09-10,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00194,S07,2026-09-10,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00195,S08,2026-09-10,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00196,S08,2026-09-10,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00197,S09,2026-09-10,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00198,S09,2026-09-10,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00199,S10,2026-09-10,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00200,S10,2026-09-10,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00201,S01,2026-09-11,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00202,S01,2026-09-11,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00203,S02,2026-09-11,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00204,S02,2026-09-11,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00205,S03,2026-09-11,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00206,S03,2026-09-11,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00207,S04,2026-09-11,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00208,S04,2026-09-11,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00209,S05,2026-09-11,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00210,S05,2026-09-11,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00211,S06,2026-09-11,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00212,S06,2026-09-11,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00213,S07,2026-09-11,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00214,S07,2026-09-11,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00215,S08,2026-09-11,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00216,S08,2026-09-11,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00217,S09,2026-09-11,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00218,S09,2026-09-11,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00219,S10,2026-09-11,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00220,S10,2026-09-11,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00221,S01,2026-09-12,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00222,S01,2026-09-12,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00223,S02,2026-09-12,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00224,S02,2026-09-12,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00225,S03,2026-09-12,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00226,S03,2026-09-12,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00227,S04,2026-09-12,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00228,S04,2026-09-12,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00229,S05,2026-09-12,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00230,S05,2026-09-12,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00231,S06,2026-09-12,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00232,S06,2026-09-12,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00233,S07,2026-09-12,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00234,S07,2026-09-12,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00235,S08,2026-09-12,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00236,S08,2026-09-12,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00237,S09,2026-09-12,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00238,S09,2026-09-12,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00239,S10,2026-09-12,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00240,S10,2026-09-12,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00241,S01,2026-09-13,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00242,S01,2026-09-13,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00243,S02,2026-09-13,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00244,S02,2026-09-13,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00245,S03,2026-09-13,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00246,S03,2026-09-13,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00247,S04,2026-09-13,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00248,S04,2026-09-13,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00249,S05,2026-09-13,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00250,S05,2026-09-13,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00251,S06,2026-09-13,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00252,S06,2026-09-13,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00253,S07,2026-09-13,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00254,S07,2026-09-13,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00255,S08,2026-09-13,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00256,S08,2026-09-13,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00257,S09,2026-09-13,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00258,S09,2026-09-13,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00259,S10,2026-09-13,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00260,S10,2026-09-13,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00261,S01,2026-09-14,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00262,S01,2026-09-14,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00263,S02,2026-09-14,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00264,S02,2026-09-14,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00265,S03,2026-09-14,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00266,S03,2026-09-14,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00267,S04,2026-09-14,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00268,S04,2026-09-14,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00269,S05,2026-09-14,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00270,S05,2026-09-14,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00271,S06,2026-09-14,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00272,S06,2026-09-14,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00273,S07,2026-09-14,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00274,S07,2026-09-14,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00275,S08,2026-09-14,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00276,S08,2026-09-14,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00277,S09,2026-09-14,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00278,S09,2026-09-14,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00279,S10,2026-09-14,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00280,S10,2026-09-14,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00281,S01,2026-09-15,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00282,S01,2026-09-15,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00283,S02,2026-09-15,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00284,S02,2026-09-15,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00285,S03,2026-09-15,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00286,S03,2026-09-15,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00287,S04,2026-09-15,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00288,S04,2026-09-15,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00289,S05,2026-09-15,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00290,S05,2026-09-15,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00291,S06,2026-09-15,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00292,S06,2026-09-15,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00293,S07,2026-09-15,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00294,S07,2026-09-15,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00295,S08,2026-09-15,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00296,S08,2026-09-15,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00297,S09,2026-09-15,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00298,S09,2026-09-15,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00299,S10,2026-09-15,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00300,S10,2026-09-15,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00301,S01,2026-09-16,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00302,S01,2026-09-16,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00303,S02,2026-09-16,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00304,S02,2026-09-16,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
W00305,S03,2026-09-16,18:00,20:00,120,TRAFFIC,AVAILABLE,EVENING
W00306,S03,2026-09-16,21:00,23:00,120,TRAFFIC,AVAILABLE,NIGHT
